rider_name,year,uci_points
simone consonni,2017,335.0
mykhaylo kononenko,2017,333.0
tom devriendt,2017,333.0
casper pedersen,2017,331.0
iuri filosi,2017,331.0
jarlinson pantano,2017,331.0
pieter weening,2017,331.0
ian boswell,2017,327.0
anthony delaplace,2017,326.0
maciej paterski,2017,326.0
stanislau bazhkou,2017,326.0
florian senechal,2017,325.0
gregor muhlberger,2017,325.0
ahmet orken,2017,323.0
julien loubet,2017,320.0
samuel dumoulin,2017,319.0
timo roosen,2017,319.0
evan huffman,2017,318.0
vicente garcia de mateus rubio,2017,316.0
marko kump,2017,315.0
roman kreuziger,2017,315.0
rodolfo andres torres,2017,314.0
rafael valls,2017,313.0
iljo keisse,2017,312.0
yonathan monsalve,2017,312.0
arvid de kleijn,2017,311.0
rinaldo nocentini,2017,311.0
edwin avila,2017,310.0
fausto masnada,2017,309.0
sergey shilov,2017,308.0
colin stussi,2017,307.0
nicola gaffurini,2017,306.0
guillaume van keirsbulck,2017,304.0
juan sebastian molano,2017,303.0
lennard kamna,2017,303.0
pim ligthart,2017,303.0
eliot lietaer,2017,302.0
ian bibby,2017,302.0
juan jose lobato,2017,302.0
ryan gibbons,2017,302.0
andrew talansky,2017,301.0
daniel felipe martinez,2017,301.0
jan hirt,2017,301.0
remi cavagna,2017,300.0
jeremy leveau,2017,299.0
mikkel bjerg,2017,299.0
neilson powless,2017,299.0
cyril gautier,2017,297.0
jelle vanendert,2017,295.0
michel kreder,2017,295.0
dries devenyns,2017,294.0
nathan earle,2017,294.0
nicolas edet,2017,293.0
tomasz marczynski,2017,292.0
alex howes,2017,291.0
alex kirsch,2017,291.0
damien touze,2017,291.0
matthias brandle,2017,286.0
danny van poppel,2017,284.0
jacopo mosca,2017,284.0
tosh van der sande,2017,284.0
fabian lienhard,2017,282.0
oscar pujol munoz,2017,278.0
damien howson,2017,276.0
nelson oliveira,2017,276.0
pierre rolland,2017,276.0
sergei chernetski,2017,276.0
dimitri peyskens,2017,275.0
serge pauwels,2017,275.0
joseph cooper,2017,274.0
nelson soto,2017,274.0
christopher juul jensen,2017,271.0
cameron bayley,2017,270.0
daryl impey,2017,270.0
enric mas,2017,270.0
daniel moreno,2017,268.0
alan banaszek,2017,267.0
jose goncalves,2017,267.0
mauricio ortega ramirez,2017,266.0
thomas lebas,2017,266.0
vasil kiryienka,2017,263.0
ignatas konovalovas,2017,262.0
rudy molard,2017,261.0
paolo toto,2017,259.0
kamil zielinski,2017,258.0
meron teshome,2017,257.0
mihkel raim,2017,257.0
christopher lawless,2017,256.0
twan castelijns,2017,256.0
ramon sinkeldam,2017,255.0
emils liepins,2017,253.0
jurgen roelandts,2017,253.0
robin carpenter,2017,253.0
vegard stake laengen,2017,251.0
gavin mannion,2017,250.0
omar fraile,2017,250.0
ryan mullen,2017,250.0
gianluca brambilla,2017,248.0
odd christian eiking,2017,248.0
andrea vendrame,2017,245.0
jeremy lecroq,2017,245.0
stefan denifl,2017,245.0
kirill pozdnyakov,2017,244.0
kristoffer halvorsen,2017,244.0
oscar gatto,2017,244.0
martin toft madsen,2017,243.0
anthony roux,2017,242.0
dmitry strakhov,2017,242.0
dries van gestel,2017,242.0
fabio jakobsen,2017,240.0
sepp kuss,2017,238.0
jasper philipsen,2017,237.0
maxime bouet,2017,236.0
alois kankovsky,2017,235.0
manuel belletti,2017,235.0
giulio ciccone,2017,234.0
oleksandr polivoda,2017,232.0
maurits lammertink,2017,231.0
salah eddine mraouni,2017,231.0
lawrence warbasse,2017,230.0
matteo pelucchi,2017,230.0
louis vervaeke,2017,229.0
pascal ackermann,2017,229.0
peter stetina,2017,229.0
alberto cecchin,2017,228.0
jonas van genechten,2017,228.0
niccolo bonifazio,2017,226.0
thomas de gendt,2017,225.0
valerio conti,2017,225.0
emiel vermeulen,2017,224.0
kevin le cunff,2017,224.0
pierre luc perichon,2017,224.0
jonathan dibben,2017,223.0
sergiy lagkuti,2017,223.0
jesper asselman,2017,222.0
carlos verona,2017,221.0
jordan levasseur,2017,219.0
sergio pardilla,2017,219.0
eduard prades,2017,218.0
mekseb debesay,2017,218.0
rob ruijgh,2017,218.0
maciej bodnar,2017,217.0
gianni vermeersch,2017,216.0
alexander krieger,2017,215.0
thibault ferasse,2017,214.0
darwin atapuma,2017,213.0
karol domagalski,2017,213.0
johan le bon,2017,212.0
mitchell docker,2017,212.0
travis mccabe,2017,212.0
edward irl dunbar,2017,211.0
jasha sutterlin,2017,210.0
kasper asgreen,2017,210.0
david menut,2017,209.0
owain doull,2017,209.0
alexandr riabushenko,2017,208.0
davide formolo,2017,208.0
filippo pozzato,2017,208.0
damien gaudin,2017,207.0
max walscheid,2017,207.0
maximilian schachmann,2017,204.0
maarten wynants,2017,203.0
niklas eg,2017,203.0
laurens de plus,2017,201.3
paul martens,2017,201.0
liam bertazzo,2017,200.0
riccardo zoidl,2017,200.0
andre looij,2017,199.0
maris bogdanovics,2017,199.0
loic vliegen,2017,198.0
nils politt,2017,195.0
diego rosa,2017,194.0
elmar reinders,2017,194.0
jose herrada,2017,194.0
marco frapporti,2017,194.0
olivier pardini,2017,193.0
romain sicard,2017,193.0
dimitri claeys,2017,192.0
fumiyuki beppu,2017,192.0
jon aberasturi,2017,191.0
raymond kreder,2017,191.0
taylor eisenhart,2017,191.0
sebastien reichenbach,2017,190.0
antwan tolhoek,2017,189.0
michael gogl,2017,189.0
pello bilbao,2017,189.0
sylwester janiszewski,2017,189.0
carl fredrik hagen,2017,188.0
davide villella,2017,188.0
jan willem van schip,2017,188.0
danilo celano,2017,187.0
lawrence naesen,2017,186.0
yonder godoy,2017,186.0
jai crawford,2017,185.0
tsgabu gebremaryam grmay,2017,185.0
zhandos bizhigitov,2017,185.0
hugo hofstetter,2017,184.0
julien el fares,2017,184.0
krists neilands,2017,183.0
matej mugerli,2017,183.0
pierpaolo ficara,2017,183.0
felix grossschartner,2017,182.0
robbie hucker,2017,182.0
alexis gougeard,2017,181.0
mark cavendish,2017,181.0
patrick bevin,2017,181.0
german nicolas tivani perez,2017,180.0
joao benta,2017,180.0
sebastien delfosse,2017,180.0
brice feillu,2017,179.0
christophe noppe,2017,178.0
nicola toffali,2017,176.0
joseph areruya,2017,175.0
pawel bernas,2017,175.0
garikoitz bravo,2017,174.0
mathew hayman,2017,174.0
romain combaud,2017,174.0
andrey amador,2017,173.0
ben o connor,2017,172.0
pawel franczak,2017,172.0
ilia koshevoy,2017,171.0
kenny elissonde,2017,171.0
yukiya arashiro,2017,171.0
benjamin giraud,2017,170.0
bryan coquard,2017,170.0
lachlan morton,2017,170.0
mads wurtz schmidt,2017,170.0
pavel sivakov,2017,170.0
yoann offredo,2017,169.0
enrico battaglin,2017,168.0
ivan santaromita,2017,168.0
quentin pacher,2017,165.0
thomas sprengers,2017,165.0
anthony turgis,2017,164.0
daniele bennati,2017,164.0
julien vermote,2017,164.0
michael carbel,2017,164.0
angel madrazo,2017,163.0
luis angel mate,2017,163.0
marco zanotti,2017,163.0
michele scarponi,2017,163.0
alex dowsett,2017,162.0
andreas vangstad,2017,162.0
karl patrick lauk,2017,162.0
nikodemus holler,2017,162.0
tadej pogacar,2017,162.0
anthony perez,2017,161.0
daniel alexander jaramillo diez,2017,161.0
hubert dupont,2017,160.0
mike teunissen,2017,160.0
gediminas bagdonas,2017,159.0
jelle mannaerts,2017,159.0
riccardo minali,2017,159.0
scott thwaites,2017,159.0
aksel nommela,2017,158.0
damiano cunego,2017,158.0
jesus del pino,2017,158.0
pier paolo de negri,2017,158.0
ricardo vilela,2017,158.0
stef clement,2017,158.0
edward planckaert,2017,157.0
francesco manuel bongiorno,2017,157.0
manuel rodas,2017,157.0
romain cardis,2017,157.0
peter kennaugh,2017,156.0
nick van der lijke,2017,155.0
elie gesbert,2017,154.0
fabien grellier,2017,154.0
grzegorz stepniak,2017,154.0
marcus burghardt,2017,154.0
carlos betancur,2017,153.0
luca chirico,2017,153.0
alexander kamp,2017,152.0
davide orrico,2017,152.0
lukasz owsian,2017,152.0
patrik tybor,2017,152.0
boris vallee,2017,151.0
davide rebellin,2017,151.0
lorrenzo manzin,2017,151.0
cristian raileanu,2017,150.0
alexander porsev,2017,148.0
lennard hofstede,2017,148.0
davide mucelli,2017,147.0
toms skujins,2017,147.0
jan barta,2017,146.0
jonas rickaert,2017,145.0
silvio herklotz,2017,145.0
charalampos kastrantas,2017,144.0
jonathan clarke,2017,144.0
