rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,in_top20_next_year,result_milano-sanremo,result_cyclassics-hamburg,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_gp-quebec,result_gp-montreal,result_ronde-van-vlaanderen,result_paris-roubaix,result_e3-harelbeke,result_gent-wevelgem,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne
adriano-malori,2012,8.0,81.0,0.1515151515151515,0.303030303030303,0.3636363636363636,0.4242424242424242,0.0100671140939597,0.0503355704697986,0.0738255033557047,0.1073825503355704,0.0,0.125,0.125,0.25,0.0,0.037037037037037,0.06172839506172831,0.11111111111111109,287.0,333.0,199.0,182.0,311.00000000000006,189.66666666666657,24.0,8.0,20.52892162782273,0.0384615384615384,0.1153846153846153,0.1153846153846153,0.1538461538461538,0.0040983606557377,0.040983606557377,0.0573770491803278,0.0942622950819672,66.0,298.0,26.0,244.0,23.0651251893416,8.621678104251709,0.05773502691896249,0.0144337567297406,0.0144337567297406,0.0803637563416079,0.0063445084526332,0.0035248493023561996,0.0129683414570961,0.0214199673243545,0.0,0.0,0.0,0.0,0.0625,-0.0023148148148148147,0.010030864197530794,0.020833333333333308,0.0,137.0,88.00000000000001,67.0,36.0,42.0,7.000000000000001,48.0,120.0,91.0,136.0,86.0,28.0,43.0,102.00000000000001,71.0,26.0,91.0,68.0,72.0,21.0,25.000000000000004,92.0,68.0,58.0,44.00000000000001,104.0,104.0,45.0
adriano-malori,2013,17.0,61.99999999999999,0.1204819277108433,0.253012048192771,0.3012048192771084,0.3614457831325301,0.0166666666666666,0.0583333333333333,0.0888888888888888,0.1277777777777777,0.0,0.0588235294117647,0.0588235294117647,0.1176470588235294,0.0483870967741935,0.09677419354838708,0.1612903225806451,0.22580645161290322,333.0,132.0,182.0,393.0,250.66666666666669,257.9999999999999,25.0,9.0,20.52892162782273,0.0285714285714285,0.0857142857142857,0.0857142857142857,0.1428571428571428,0.017094017094017,0.0555555555555555,0.08974358974358969,0.1367521367521367,83.0,360.0,35.0,234.0,105.31065156636974,117.22201158485552,0.05773502691896249,0.0334161313081456,0.0334161313081456,0.0819844697927432,0.025366271297228595,0.0326755705157179,0.0563073126695765,0.07001080164029232,-0.04999999999999999,0.018699042892591205,-0.020588235294117574,-0.020588235294117574,0.008823529411764675,0.026409074796171522,0.047678128323289576,0.06345267635590214,0.0,51.0,96.0,80.0,15.000000000000002,30.999999999999996,53.00000000000001,87.0,135.0,92.0,47.00000000000001,128.0,53.0,71.0,18.0,36.0,26.0,12.999999999999998,87.0,77.0,99.0,10.0,64.0,114.0,57.0,61.0,13.0,103.0,57.0
adriano-malori,2014,4.0,95.0,0.1264367816091954,0.2528735632183908,0.2988505747126437,0.367816091954023,0.024175824175824097,0.0637362637362637,0.0901098901098901,0.134065934065934,0.25,0.25,0.25,0.5,0.0526315789473684,0.0842105263157894,0.09473684210526312,0.1578947368421052,132.0,119.0,393.0,431.99999999999994,194.66666666666669,335.66666666666686,26.0,10.0,20.52892162782273,0.0344827586206896,0.1034482758620689,0.1034482758620689,0.2068965517241379,0.0336134453781512,0.0714285714285714,0.10084033613445369,0.1596638655462184,87.0,454.99999999999994,29.0,238.0,119.97638656557938,134.50030978898647,0.1443375672974064,0.0970848152957762,0.0970848152957762,0.1941696305915525,0.0292387011386354,0.0314952686741081,0.0507140689731737,0.0576710929502669,0.125,0.02631578947368421,0.0625,0.0625,0.125,0.02358674463937618,0.016504223521767305,0.023391812865497012,0.0,90.0,60.0,23.0,21.0,16.0,15.0,41.0,45.99999999999999,14.0,101.0,9.0,52.0,55.0,94.99999999999999,10.000000000000002,64.0,107.0,121.0,113.99999999999999,68.0,11.0,84.0,93.0,89.0,12.0,17.0,82.0,72.0
adriano-malori,2015,7.0,85.0,0.1276595744680851,0.2553191489361702,0.2978723404255319,0.3723404255319149,0.027777777777777703,0.074074074074074,0.1,0.1425925925925926,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.0470588235294117,0.1294117647058823,0.1529411764705882,0.188235294117647,119.0,63.0,432.0,645.0,104.66666666666664,489.99999999999994,27.0,11.0,20.52892162782273,0.0714285714285714,0.1428571428571428,0.1428571428571428,0.25,0.0495867768595041,0.1033057851239669,0.1322314049586777,0.1859504132231405,94.0,540.0,28.000000000000004,242.0,36.66515148384544,135.64291356351794,0.125424449438723,0.1219995685826976,0.1219995685826976,0.2032936202252595,0.0029107714235109,0.023331697814311204,0.0362556169052113,0.0340199507505865,0.0714285714285714,-0.000664136622390803,0.11344537815126055,0.11344537815126055,0.15546218487394947,0.01631878557874763,-0.004174573055028421,-0.018785578747628037,0.0,90.0,60.0,51.99999999999999,21.0,1.0,67.0,6.0,71.0,14.0,101.0,3.0,4.0,13.999999999999998,11.0,1.0,3.0,107.0,121.0,113.99999999999999,72.0,7.0,65.0,15.0,40.0,7.0,9.0,82.0,72.0
alberto-bettiol,2016,12.000000000000002,68.0,0.0,0.0606060606060606,0.0757575757575757,0.1666666666666666,0.0203045685279187,0.0507614213197969,0.0710659898477157,0.1421319796954314,0.0,0.0833333333333333,0.1666666666666666,0.3333333333333333,0.014705882352941102,0.0441176470588235,0.0588235294117647,0.10294117647058822,620.0,92.0,86.0,542.0,637.3333333333334,217.00000000000006,23.0,7.0,21.29629629629629,0.0,0.0217391304347826,0.0434782608695652,0.108695652173913,0.0057803468208092,0.023121387283236903,0.0404624277456647,0.10982658959537568,66.0,197.0,46.0,173.0,554.203332120381,283.21546567940106,0.0,0.0481125224324688,0.0962250448649376,0.17919945550929312,0.0084904451351415,0.022153320639544,0.0196481470711237,0.0073680551516713,0.0,0.007352941176470512,0.04166666666666663,0.08333333333333326,0.16666666666666663,0.012799564270152492,0.010893246187363823,-0.004084967320261377,0.0,36.0,138.0,76.0,21.0,4.0,63.0,41.0,37.0,6.0,2.0,4.0,7.0,12.999999999999998,20.0,3.0,1.0,126.99999999999999,86.0,39.0,74.0,34.00000000000001,11.0,33.0,1.0,78.0,91.0,73.00000000000001,2.9999999999999996
alberto-bettiol,2017,23.0,60.0,0.0,0.0449438202247191,0.0786516853932584,0.1685393258426966,0.0155642023346303,0.0389105058365758,0.0622568093385214,0.1206225680933852,0.0,0.0,0.0869565217391304,0.1739130434782608,0.0,0.0,0.0333333333333333,0.05,92.0,164.0,542.0,353.00000000000006,292.0,326.9999999999999,24.0,8.0,21.29629629629629,0.0,0.0185185185185185,0.074074074074074,0.1666666666666666,0.0055865921787709,0.0167597765363128,0.0391061452513966,0.0893854748603352,89.0,257.0,54.0,179.0,286.3284826907725,229.10914429590105,0.0,0.0481125224324688,0.0833595841871371,0.140782040386071,0.0084904451351415,0.0254713354054246,0.0198997873825337,0.035578916297302,0.0,0.0,0.0,0.04347826086956519,0.060640732265446196,0.0,0.006862745098039182,-0.03382352941176471,0.0,37.0,99.00000000000001,76.0,27.999999999999996,34.0,19.0,41.0,44.0,6.0,48.99999999999999,15.0,54.0,24.0,36.0,10.000000000000002,32.0,90.0,73.0,116.0,62.0,59.0,56.0,33.0,25.0,83.0,56.0,110.0,23.999999999999996
alberto-bettiol,2019,19.0,49.0,0.0078740157480314,0.0551181102362204,0.0866141732283464,0.1574803149606299,0.0146198830409356,0.0409356725146198,0.06140350877192979,0.11988304093567248,0.0526315789473684,0.1578947368421052,0.2105263157894736,0.2631578947368421,0.0,0.0408163265306122,0.06122448979591829,0.1224489795918367,787.9999999999999,78.0,65.0,679.0,343.33333333333337,365.6666666666668,26.0,10.0,21.29629629629629,0.0163934426229508,0.0491803278688524,0.0983606557377049,0.1475409836065573,0.0068965517241379,0.0275862068965517,0.0482758620689655,0.0896551724137931,127.0,342.0,61.0,145.0,387.4859137224647,307.1959201117966,0.0303868562731381,0.0911605688194145,0.1057924542949553,0.1338297847580803,0.0160375074774896,0.028779729952374704,0.0147415545580951,0.038970009423528,0.02631578947368418,0.0,0.07894736842105265,0.06178489702517165,0.04462242562929064,0.02040816326530607,0.013945578231292494,0.036224489795918316,0.0,36.0,23.0,15.000000000000002,22.0,78.0,19.0,8.0,71.0,9.0,5.999999999999999,12.0,51.0,1.0,4.0,4.0,7.0,69.0,86.0,74.0,76.0,106.0,11.0,7.0,64.0,11.000000000000002,84.0,62.0,128.0
alberto-bettiol,2020,7.0,41.0,0.0074626865671641,0.0522388059701492,0.0970149253731343,0.1641791044776119,0.0156657963446475,0.04177545691906,0.0652741514360313,0.1201044386422976,0.0,0.0,0.2857142857142857,0.2857142857142857,0.024390243902439,0.048780487804878,0.09756097560975609,0.12195121951219512,78.0,82.0,679.0,408.99999999999994,316.0,384.33333333333326,27.0,11.0,21.29629629629629,0.0222222222222222,0.0666666666666666,0.1333333333333333,0.1555555555555555,0.0158730158730158,0.0476190476190476,0.0714285714285714,0.11904761904761899,134.0,383.0,45.0,126.0,408.7688833558641,307.74231644889744,0.0303868562731381,0.0911605688194145,0.1481031248390391,0.1588466353633165,0.015154561038669898,0.0073776043997867,0.0227922952283245,0.0064070661113384,0.0,-0.0016937669376692938,0.0,0.1428571428571428,0.1428571428571428,-0.0033875338753386855,0.02100271002710022,0.005420054200541974,0.0,18.0,138.0,13.999999999999998,22.0,4.0,70.0,81.0,11.0,9.0,9.0,75.0,30.999999999999996,16.0,4.0,8.0,4.0,62.0,24.000000000000004,74.0,76.0,44.0,46.0,7.0,64.0,11.000000000000002,40.0,11.0,120.0
alberto-bettiol,2021,10.0,46.0,0.0069444444444444,0.0486111111111111,0.0902777777777777,0.1527777777777778,0.0163170163170163,0.0419580419580419,0.0652680652680652,0.1258741258741259,0.0,0.0,0.0,0.0,0.0217391304347826,0.0434782608695652,0.0652173913043478,0.1739130434782608,82.0,196.0,409.0,281.00000000000006,118.66666666666664,456.3333333333335,28.0,11.999999999999998,21.29629629629629,0.0277777777777777,0.0833333333333333,0.1666666666666666,0.1944444444444444,0.0147058823529411,0.0441176470588235,0.0735294117647058,0.1397058823529411,144.0,429.00000000000006,36.0,136.0,67.00248751601193,203.17808280750492,0.0303868562731381,0.0911605688194145,0.1481031248390391,0.1588466353633165,0.0133822157625916,0.0040543673921046,0.0199264937101182,0.0298575193954086,-0.02631578947368418,0.01086956521739131,-0.0789473684210526,-0.10526315789473678,-0.13157894736842102,0.0013309671694763903,0.001996450754214666,0.025732031943212046,0.0,108.99999999999999,60.99999999999999,35.0,13.999999999999998,23.0,84.0,40.0,29.000000000000004,49.0,78.0,65.0,21.0,28.0,27.0,44.0,64.0,81.0,30.0,17.0,13.0,61.99999999999999,84.0,139.0,60.0,46.0,63.0,78.0,77.0
alberto-contador,2007,5.0,76.0,0.0232558139534883,0.0697674418604651,0.0930232558139534,0.1627906976744186,0.0610932475884244,0.11575562700964631,0.19614147909967844,0.2958199356913183,0.0,0.2,0.2,0.2,0.131578947368421,0.1973684210526315,0.2631578947368421,0.4078947368421052,73.0,6.0,589.0,1601.0,38.33333333333337,1000.3333333333334,25.0,7.0,19.6926652892562,0.0,0.0714285714285714,0.1428571428571428,0.2857142857142857,0.0794392523364486,0.1448598130841121,0.2336448598130841,0.3457943925233644,43.0,311.0,14.000000000000002,214.0,33.56088993655164,531.9035000198187,0.0,0.11547005383792511,0.1071516751221439,0.07698003589195,0.0480356196031949,0.0498412580630897,0.066676440660565,0.0998317902370623,0.0,0.03861556064073219,0.09999999999999998,0.09999999999999998,-0.0666666666666666,0.04977116704805487,0.04462242562929057,0.07894736842105256,1.0,67.0,1.0,27.0,40.0,35.0,20.0,55.0,26.000000000000004,21.0,61.0,97.0,30.999999999999996,40.0,90.00000000000001,82.0,78.0,1.0,1.0,6.000000000000001,4.0,1.0,4.0,1.0,14.0,3.0,6.000000000000001,3.0,64.0
